id,ticket_text,category,priority
9724,File Share Access - [TICKET ID] - [USERNAME]. Elvin ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. Elvin ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    J:/MarkerDB       The user needs access to the Marker Database.   Thanks        Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
6285,Teams & Skype integration questionCan someone look at integration problems between Teams and Skype?  Example:  I am online in Teams. but not in Skype now. When I try to contact someone (chat or call) that is Online in Skype but not in Teams. it doesnt work. Is this by design?  thanks    [NAME]BA. PMP. CISSP   [COMPANY] Services North America  Phone [PHONE]         Mobile [PHONE]  [EMAIL]<mailto:[EMAIL]>            [URL]>,O365,Low
835,[TICKET ID] - New Support Ticket received  - celphone application Access does not work,Support general,Medium
9020,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
1183,[TICKET ID] - New Support Ticket received  - setup PC,Support general,Medium
1113,[TICKET ID] - A Support Ticket was forwarded to you  - Initiated by [COMPANY][LOCATION]- Vulnerable Intel[LOCATION]on [SERVER],Support general,Medium
1217,[TICKET ID] - New Support Ticket received  - Add member to [COMPANY] Leadership Team email distribution list,O365,Medium
1144,[TICKET ID] - New Support Ticket received  - Computador - Conta a pagar,Support general,Medium
385,File Share Access - [TICKET ID] -Service Request: File Share Access     Grant access to file share for the following user:   (Username: )  Access Type: (RW) Read / Write  File Share:  J:/[COMPANY]/HR     Requestor: Messing [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
7620,File Share Access - [TICKET ID] - [USERNAME]. [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    Laufwerk J: ZET-PW           Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
6016,Light User for external - [TICKET ID] - [NAME] Service Request: Light User for external  Create Light user for [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 47050  Function: External Consultant  Company: [COMPANY] Brasil  Department: GIT-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: May 31 2019 11:00PM     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan 18 2019 12:00AM     Additional information:,Support general,Medium
1059,[TICKET ID] - New Support Ticket received  - Instalar scanner,Computer-Services,Medium
872,[TICKET ID] - New Support Ticket received  - Skype meeting invitations,O365,Medium
1384,[TICKET ID] - New Support Ticket received  - SKYPE[LOCATION]BUSINESS,O365,Medium
4059,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
1166,[TICKET ID] - New Support Ticket received  - passcode for work cell phone,Support general,Medium
11547,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:      J:/CE-STA/      please create the folder if it does not yet exist and give R/W access for this and all subfolders.        Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
9800,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
977,[TICKET ID] - New Support Ticket received  - iPad perm Wi-Fi,Support general,Medium
679,[TICKET ID] - A Support Ticket was forwarded to your role  - Light User for external - [USERNAME] - [NAME],Support general,Medium
808,[TICKET ID] - New Support Ticket received  - Printer doesn`t work correctly,Computer-Services,Medium
8825,Einrichtung des [COMPANY] Kalenders auf einem privaten NotebookEinrichtung des [COMPANY] Kalenders auf einem privaten Notebook  Verantwortliche Person: [NAME],O365,Medium
1256,[TICKET ID] - A Support Ticket was forwarded to your role  -  Cambios de PC [NAME] y [NAME] oficina a Original,Support general,Medium
3243,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [NAME])  Access Type: (RW) Read / Write  File Share:                                //[COMPANY]ads.dir/[COMPANY]ein01-ems01/[LOCATION])                           Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
960,[TICKET ID] - New Support Ticket received  - instalacion de impresoras [SERVER] y 03,Computer-Services,Medium
1167,[TICKET ID] - New Support Ticket received  - switch phones,Support general,Medium
539,[TICKET ID] - A Support Ticket was forwarded to your role  - Email Benachrichtigung nach Kalenderbuchung,O365,Medium
1423,SR272002 Marriage and changed name requested for: [NAME] ([COMPANY]; [NAME]),Active Directory,Medium
5242,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  N:/share_/Döbbert     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
10439,Basis User for external - [TICKET ID] - [NAME]Service Request: Basis User for external     Create Windows account for external user  [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 44251  Function: Business Development Support  Company: [COMPANY]  Department: [COMPANY]SM  Street: [ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Dec 19 2018  7:00AM     Additional information:  User is a part time employee.,Support general,Medium
4140,Cancelamento Usuário e Acessos [NAME]Por gentileza efetuar o cancelamento do usuário de [NAME].  Obrigada!,Active Directory,Medium
5603,File Share Access - [TICKET ID] - [NAME] ([COMPANY] Inc.. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY] Inc.. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:       J:/INS-ZR      J:/INS-ZRMO            J:/INS-ZRRP            J:/ZR_MAS             Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
11019,Instalar impressoraBoa tarde.  Gostaria de instalar em meu computador uma impressora.  Impressora RENA. [COMPANY]elo Enveloper imager 2.5.  É uma impressora para imprimir em pacotinhos de sementes.      Obrigado!,Computer-Services,Medium
11224,Light User for external - [USERNAME] - [NAME] Service Request: Light User for external  Create Light user for [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 44288  Function: Vigilant  Company: [COMPANY]  Department: [ADDRESS] [ADDRESS] Rural.  ZIP: [ADDRESS]  City: [ADDRESS] - MG  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Dec 22 2018  3:00AM     Additional information:,Support general,Medium
11527,Basis User - [TICKET ID] -Service Request: Basis User     Create Windows account for internal user       Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  150400  Company:    Department:  [COMPANY]_FT-[ADDRESS]:    ZIP:    City:    Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: [USERNAME]@Jessica (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan 11 2019 12:00AM     Additional information:,Support general,Medium
672,[TICKET ID] - A Support Ticket was forwarded to your role  - Anpassung der shared Mailbox: [SERVER],O365,Medium
6336,Basis User - [TICKET ID] - [NAME] ([COMPANY] [LOCATION])Service Request: Basis User     Create Windows account for internal user  [NAME] ([COMPANY] [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  44251  Company:  [COMPANY] Inc.  Department:  [COMPANY]OP  Street:  [ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 13401 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Sep 25 2018  7:00AM     Additional information:   Please set primary email to be [EMAIL],Active Directory,Medium
6957,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/FW-PA_FB     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
456,[TICKET ID] - A Support Ticket was forwarded to your role  - Erstellung von generischen Email-Adressen für[LOCATION]Procurement,O365,Medium
1212,[TICKET ID] - A Support Ticket was forwarded to you  - Zugriff eMail Postfach,O365,Medium
105,Basis User - [TICKET ID] - [USERNAME] [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [USERNAME] [NAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  47015  Company:  [COMPANY] SE  Department:  GGR-[ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:  Germany  Office:  [LOCATION]. BOB. 2.25     Important: Please set the EA10 to the following value: 795 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor:  [USERNAME] [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan 29 2019 12:00AM     Additional information:   Diese Bestellung ist für den neuen Mitarbeiter Herrn [NAME] mit Eintrittsdatum 01.02.2019. Bitte das Notebook Anfang KW 5 ausliefern bzw. mir die PC-Nr. mitteilen. so dass ich die notwendigen Zugriffsrechte für dieses Notebook bestellen kann.  Raumnummer steht Mitte dieser Woche fest  Handy ist ab 01.02. erforderlich. ggf. Leihgerät,Support general,Medium
2693,Light User for external - [TICKET ID] - [NAME]Service Request: Light User for external  Create Light user for [USERNAME]. [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 47054  Function: IT Support [SOFTWARE][LOCATION] Company: [COMPANY] IT Services GmbH  Department: [ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan 11 2019 12:00AM     Additional information:,Support general,Medium
4239,Excel sheet remains open even after being closedProtoplast_Exp_Plan_2018 says that I ([NAME]) have it open when I do not and prevents other people from editing the document.   Please fix this. Thanks.,O365,Medium
950,[TICKET ID] - A Support Ticket was forwarded to you  - [NAME],Software,Medium
13923,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
1012,[TICKET ID] - New Support Ticket received  - [NAME] cell phone,Support general,Medium
1373,[TICKET ID] - A Support Ticket was forwarded to your role  - activacion Blackberry Work,Support general,Medium
9735,File Share Access - [TICKET ID] - [NAME]. [NAME] ([COMPANY]. BRCL)Service Request: File Share Access     Grant access to file share for the following user:  [NAME]. [NAME] ([COMPANY]. BRCL) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:      N:/[SERVER]/STA-CAM        R/W including all subfolders.         Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
