ticket_text,category,priority
Basis User - [TICKET ID] - [USERNAME]. ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [USERNAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [USERNAME]  Cost Center:  174454  Company:  [COMPANY] [ADDRESS] GmbH  Department:  GTC-[ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:  Germany  Office:       Important: Please set the EA10 to the following value: 13616 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Dec 30 2018 12:00AM     Additional information:,Support general,Medium
User locked out,Active Directory,Medium
[TICKET ID] - New Support Ticket received  - Email cell phone problems,Support general,Medium
[TICKET ID] - A Support Ticket was forwarded to your role  - Acesso a pasta Z (Obers),Fileservice,Medium
[TICKET ID] - A Support Ticket was forwarded to your role  - Basis User - [USERNAME] -,Support general,Medium
Unable to obtain[LOCATION]QR code[NAME] is not able to get a QR code to set up the[LOCATION]Verify App on his phone. When he goes to his settings on the [COMPANY] Okta page. the Extra Verification simply says[LOCATION]Enabled but his mobile device need the QR code to activate. Please provide assistance.,Software,Medium
File Share Access - [TICKET ID] - [USERNAME]. [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    Bitte richten Sie einen neuen Ordner auf Laufwerk J ein:   [SERVER]   Zugriff (Read and Write) für [NAME] und [NAME].       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
Basis User - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [NAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  44288  Company:  [COMPANY] S.A.  Department:  [ADDRESS]. 20°andar  ZIP: [LOCATION][ADDRESS]  City:  [ADDRESS]  Country:  [ADDRESS]  Office:  [LOCATION].     Important: Please set the EA10 to the following value: 9102 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan 28 2019 12:00AM     Additional information:    Da der Mitarbeiter in[LOCATION]noch nicht von Braslien nach Deutschland umgehängt werden kann (erst mit seinem Arbeitsgebinn am 01.02.2019). bitte die Bestellungen auf die[LOCATION]47009 / Group Strategy/ [COMPANY] buchen.  Bitte die Bestellungen zur Freigabe an den neuen Vorgesetzen [NAME] van der Hoeven umlenken!  Lieferung aller Bestellungen bitte bis 28.01.2019,Support general,Medium
Light User for external - [TICKET ID] - [NAME]Service Request: Light User for external  Create Light user for [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [ADDRESS]  Function:[LOCATION]consultant Serbia  Company: [COMPANY]  Department: GIT-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Mar 31 2019 12:00AM     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Dec 19 2018 12:00AM     Additional information:,Support general,Medium
OneDrive loginHello!  It is often the case (not every time. but very often) that when I open a file from OneDrive that I have to login when I want to save my changes.  I was under the impression that when Im using my work computer within the network I would not have to login every time.  Thanks in advance for your help!,O365,Medium
Basis User - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [NAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  Germerott  Cost Center:  47028  Company:  [COMPANY] SE  Department:  GCT-ESP  [ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 13496 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Dec 18 2018 12:00AM     Additional information:   This order includes Software & Hardware for [NAME]  Hello.   Please create a new[LOCATION]User for mrs. [NAME] with following roles:  P01:  .DE:CO:GR05:OM_CONTROL_SPART  .DE:CO:GR05:PA_CONTROL_SPART  .DE:CO:GR05:PC_HQ_MATBEW  .DE:MM:0001:AUSWERTER_ZR  .DE:MM:0001:INVENTURABWICKL_ZR  .DE:MM:GEIN:LOGISTIK_CONTRL_ZR  .DE:MM:GR05:CONTRL_LOGISTIK_ZR  .DE:SD:0001:ABSATZPLANER_ZR  .NL:MM:0065:BESTANDSPLANER_KA  .US:MM:5850:LOGI_CO  .US:SD:5850:SDP_[SERVER]     BIP:  .BW:CO:CCT:REP  .BW:EC:CORPCT:REP  .BW:ICP:CM:CCT:REP  .BW:ICP:FC:CCT:REP  .BW:ICP:IM:CCT:REP  .BW:ICP:PP:CCT:REP  .DE:BC:ALLE:BASIS_FUNCTIONS  .PC:CF:INPL:CCT,Support general,Medium
File Share Access - [TICKET ID] - [USERNAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/LTR     Requestor: [USERNAME] ([COMPANY]. [LOCATION])  Comment:  Zugriff auf Laufwerk J:/LTR,Fileservice,Medium
[TICKET ID] - New Support Ticket received  - Liberar acesso,Active Directory,Medium
[TICKET ID] - [SERVER][LOCATION]- Planned Maintenance - 2018-10-04. 10:00[LOCATION]| cpe0009469 ([COMPANY]) | cpe0013003 ([LOCATION]_Kimberly) [COMPANY] SE. Rückmeldungen erforderlich.,Support general,Medium
[TICKET ID] - A Support Ticket was forwarded to you  - problem with[LOCATION]on new device [SERVER],Support general,Medium
[TICKET ID] - New Support Ticket received  - Fuser error on [SERVER],Computer-Services,Medium
[TICKET ID] - New Support Ticket received  - When connect through VPN. cannot access R: drive normally. only through IP,Fileservice,Medium
[TICKET ID] - New Support Ticket received  - new phone set up,Support general,Medium
[TICKET ID] - New Support Ticket received  - Emails missing in outlook,O365,Medium
[TICKET ID] - A Support Ticket was forwarded to you  - Fones de Ouvido,Support general,Medium
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/scan/canon/ningel     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
[TICKET ID] - New Support Ticket received  - 3rd Party Consultant Access Denied,Active Directory,Medium
Light User for external - [TICKET ID] - [NAME]Service Request: Light User for external  Create Light user for [USERNAME]. [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE] Center: 47054  Function: External Staff  Company: [COMPANY] IT Services  Department: GIT-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan  3 2019 12:00AM     Additional information:  Please creat an[LOCATION]Admin Account for external.,Support general,Medium
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  [SERVER]-FINANCE-RW     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
Abertura de PastaBom dia!      Por gentileza. criar uma pasta Relatório estoque dentro do Grupos J selecionar opção Laboratório e liberar o acesso para todos do ticket.,Fileservice,Medium
Basis User - [USERNAME] -Service Request: Basis User     Create Windows account for internal user       Firstname:  [NAME]   Lastname:  [NAME]   Cost Center:  174407  Company:    Department:  [ADDRESS]:    ZIP:    City:    Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 13681 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan 15 2019 12:00AM     Additional information:   english keyboard Bitte vom Berliner Bestand nehmen. wenn möglich. danke.,Support general,Medium
[TICKET ID] - New Support Ticket received  - instalação de aplicativos no celular,Support general,Medium
INSTALAR ATUALIZAÇÃO SICALCBom dia!         Por favor. poderia me ajudar?     Preciso que coloquem a senha. para que eu possa instalar a atualização do Sicalc.         Obrigada!        Att..     [NAME],Software,Medium
Leaving Employee - [TICKET ID] - [NAME] ([COMPANY] [LOCATION])Service Request: Leaving Employee     The user [NAME] ([COMPANY] [LOCATION]) (Username: [USERNAME]) is going to leave [COMPANY] on Aug 15 2018  7:00AM.     The following IT services have to be canceled:  - Delete Windows account (Active Directory)  - Delete E-Mail account (Exchange)  - Return Hardware  - Return mobile device  - Delete[NAME]account  - Disable[LOCATION]access  - Disable Citrix access  - Disable file access  - Withdraw Adobe licenses     Requestor: [NAME] ([COMPANY]. [LOCATION])  Leaving date: Aug 15 2018  7:00AM  Comment:,Active Directory,Medium
[TICKET ID] - New Support Ticket received  - Instalação de impressora,Computer-Services,Medium
Problemas para abrir archivos adjuntos en correoNecesito solucionar este problema para el cual adjunto imagen:  Saludos [Image],O365,Medium
[TICKET ID] - New Support Ticket received  - Add label printer,Computer-Services,Medium
Instalação de SoftwarePreciso da instalação do software do receptor de Wi-fi.,Software,Medium
[NAME] and [NAME]Hello.  When [NAME] replies all to an email he receives a copy of the email he just sent.  I believe this is due to the way his email is setup. as a distribution list (figure 1).   I suspect this issue is affecting all the users that have [URL][USERNAME] as their primary email. these include the following.    [NAME]  [NAME]  [NAME]  [NAME]  [Image]  When expanding. it populates the users name (figure 2).  Please also note a critical of this is the user is sending as @[USERNAME] (figure 2).  User should be sending email as [EMAIL] mailto:[EMAIL]. [Image],O365,High
ingreso skipe[Image],O365,Medium
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  j:/ins-dv     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
[TICKET ID] - New Support Ticket received  - problem with[LOCATION]on new device [SERVER],Support general,Medium
Basis User - [TICKET ID] - [USERNAME]. [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [USERNAME]. [NAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  31204  Company:  [COMPANY] SE  Department:  SB-[ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 5601 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date:  Feb  1 2019 12:00AM     Additional information:,Support general,Medium
[TICKET ID] - A Support Ticket was forwarded to your role  - check_mk SD Hostalarm: (nsc-magalhaes) [COMPANY] LS Site2Site[LOCATION]- UP -> DOWN,Support general,High
[TICKET ID] - New Support Ticket received  - Instalación de impresora multifuncional Longavi,Computer-Services,Medium
[TICKET ID] - New Support Ticket received  - instalacion de google earth y basecamp,Software,Medium
File Share Access - [TICKET ID] - [USERNAME]. Elvin ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. Elvin ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    J:/MarkerDB       The user needs access to the Marker Database.   Thanks        Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
Teams & Skype integration questionCan someone look at integration problems between Teams and Skype?  Example:  I am online in Teams. but not in Skype now. When I try to contact someone (chat or call) that is Online in Skype but not in Teams. it doesnt work. Is this by design?  thanks    [NAME]BA. PMP. CISSP   [COMPANY] Services North America  Phone [PHONE]         Mobile [PHONE]  [EMAIL]<mailto:[EMAIL]>            [URL]>,O365,Low
[TICKET ID] - New Support Ticket received  - celphone application Access does not work,Support general,Medium
[TICKET ID] - New Support Ticket received  - setup PC,Support general,Medium
[TICKET ID] - A Support Ticket was forwarded to you  - Initiated by [COMPANY][LOCATION]- Vulnerable Intel[LOCATION]on [SERVER],Support general,Medium
[TICKET ID] - New Support Ticket received  - Add member to [COMPANY] Leadership Team email distribution list,O365,Medium
[TICKET ID] - New Support Ticket received  - Computador - Conta a pagar,Support general,Medium
File Share Access - [TICKET ID] -Service Request: File Share Access     Grant access to file share for the following user:   (Username: )  Access Type: (RW) Read / Write  File Share:  J:/[COMPANY]/HR     Requestor: Messing [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
File Share Access - [TICKET ID] - [USERNAME]. [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    Laufwerk J: ZET-PW           Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
