ticket_text,category,priority,cleaned_text
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  j:/ins-dv     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Technical Issue,Medium,file share access ticket company location service request file share access grant access file share following user company location username username access type read write file share ins requestor company location comment
[TICKET ID] - New Support Ticket received  - problem with[LOCATION]on new device [SERVER],General Query,Medium,ticket new support ticket received problem location new device server
Basis User - [TICKET ID] - [USERNAME]. [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [USERNAME]. [NAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  31204  Company:  [COMPANY] SE  Department:  SB-[ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 5601 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date:  Feb  1 2019 12:00AM     Additional information:,General Query,Medium,basis user ticket username company location service request basis user create windows account internal user username company location firstname lastname cost center company company department address zip address city address country address office important set following value leave blank create exchange skype account user needs following access permissions username auftrag info transfer vorlagen access company intranet access software server requestor company location desired date feb additional information
[TICKET ID] - A Support Ticket was forwarded to your role  - check_mk SD Hostalarm: (nsc-magalhaes) [COMPANY] LS Site2Site[LOCATION]- UP -> DOWN,General Query,High,ticket support ticket forwarded role check hostalarm nsc magalhaes company site site location
[TICKET ID] - New Support Ticket received  - Instalación de impresora multifuncional Longavi,Technical Issue,Medium,ticket new support ticket received instalaci impresora multifuncional longavi
[TICKET ID] - New Support Ticket received  - instalacion de google earth y basecamp,Technical Issue,Medium,ticket new support ticket received instalacion google earth basecamp
File Share Access - [TICKET ID] - [USERNAME]. Elvin ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. Elvin ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    J:/MarkerDB       The user needs access to the Marker Database.   Thanks        Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Technical Issue,Medium,file share access ticket username elvin company location service request file share access grant access file share following user username elvin company location username username access type read write file share markerdb user needs access marker database thanks requestor company location comment
Teams & Skype integration questionCan someone look at integration problems between Teams and Skype?  Example:  I am online in Teams. but not in Skype now. When I try to contact someone (chat or call) that is Online in Skype but not in Teams. it doesnt work. Is this by design?  thanks    [NAME]BA. PMP. CISSP   [COMPANY] Services North America  Phone [PHONE]         Mobile [PHONE]  [EMAIL]<mailto:[EMAIL]>            [URL]>,Technical Issue,Low,teams skype integration questioncan look integration problems teams skype example online teams skype try contact chat online skype teams doesnt work design thanks pmp cissp company services north america phone phone mobile phone email mailto email url
[TICKET ID] - New Support Ticket received  - celphone application Access does not work,General Query,Medium,ticket new support ticket received celphone application access does work
[TICKET ID] - New Support Ticket received  - setup PC,General Query,Medium,ticket new support ticket received setup
[TICKET ID] - A Support Ticket was forwarded to you  - Initiated by [COMPANY][LOCATION]- Vulnerable Intel[LOCATION]on [SERVER],General Query,Medium,ticket support ticket forwarded initiated company location vulnerable intel location server
[TICKET ID] - New Support Ticket received  - Add member to [COMPANY] Leadership Team email distribution list,Technical Issue,Medium,ticket new support ticket received add member company leadership team email distribution list
[TICKET ID] - New Support Ticket received  - Computador - Conta a pagar,General Query,Medium,ticket new support ticket received computador conta pagar
File Share Access - [TICKET ID] -Service Request: File Share Access     Grant access to file share for the following user:   (Username: )  Access Type: (RW) Read / Write  File Share:  J:/[COMPANY]/HR     Requestor: Messing [NAME] ([COMPANY]. [LOCATION])  Comment:,Technical Issue,Medium,file share access ticket service request file share access grant access file share following user username access type read write file share company requestor messing company location comment
File Share Access - [TICKET ID] - [USERNAME]. [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    Laufwerk J: ZET-PW           Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Technical Issue,Medium,file share access ticket username company location service request file share access grant access file share following user username company location username username access type read write file share laufwerk zet requestor company location comment
Light User for external - [TICKET ID] - [NAME] Service Request: Light User for external  Create Light user for [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 47050  Function: External Consultant  Company: [COMPANY] Brasil  Department: GIT-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: May 31 2019 11:00PM     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan 18 2019 12:00AM     Additional information:,General Query,Medium,light user external ticket service request light user external create light user firstname lastname ailaddress email phone phone cost center function external consultant company company brasil department git address zip address city address country address location location office expiration date important indicate external user requestor company location desired date jan additional information
[TICKET ID] - New Support Ticket received  - Instalar scanner,Technical Issue,Medium,ticket new support ticket received instalar scanner
[TICKET ID] - New Support Ticket received  - Skype meeting invitations,Technical Issue,Medium,ticket new support ticket received skype meeting invitations
[TICKET ID] - New Support Ticket received  - SKYPE[LOCATION]BUSINESS,Technical Issue,Medium,ticket new support ticket received skype location business
[TICKET ID] - New Support Ticket received  - passcode for work cell phone,General Query,Medium,ticket new support ticket received passcode work cell phone
[TICKET ID] - New Support Ticket received  - iPad perm Wi-Fi,General Query,Medium,ticket new support ticket received ipad perm
[TICKET ID] - New Support Ticket received  - Printer doesn`t work correctly,Technical Issue,Medium,ticket new support ticket received printer doesn work correctly
Einrichtung des [COMPANY] Kalenders auf einem privaten NotebookEinrichtung des [COMPANY] Kalenders auf einem privaten Notebook  Verantwortliche Person: [NAME],Technical Issue,Medium,einrichtung des company kalenders auf einem privaten notebookeinrichtung des company kalenders auf einem privaten notebook verantwortliche person
[TICKET ID] - A Support Ticket was forwarded to your role  -  Cambios de PC [NAME] y [NAME] oficina a Original,General Query,Medium,ticket support ticket forwarded role cambios oficina original
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [NAME])  Access Type: (RW) Read / Write  File Share:                                //[COMPANY]ads.dir/[COMPANY]ein01-ems01/[LOCATION])                           Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Technical Issue,Medium,file share access ticket company location service request file share access grant access file share following user company location username access type read write file share company ads dir company ein ems location requestor company location comment
